"Ilan_id","SirketAdi","Sektor","Konum","Aciklama","Pozisyon","Deneyim","Egitim","CalismaSekli","Sifre"
"574","Bayer Türk Kimya Sanayii Ltd Şti","İlaç Sanayi","Gaziantep","• Üniversite mezunu_x000D_
• İlaç sektöründe minimum 2-3 yıl satış deneyimi olan (tercihen oftalmoloji alanında deneyimli)_x000D_
• MS Ofis uygulamalarında yetkin_x000D_
• Seyahat engeli bulunmayan_x000D_
• Başarı odaklı, ofis dışında yoğun tempoda çalışmaya istekli_x000D_
• Aktif araç kullanan_x000D_
• Askerlik görevini tamamlamış (erkek adaylar için )_x000D_
_x000D_
İŞ TANIMI_x000D_
Gaziantep ilinde yerleşik olmak üzere, Gaziantep ili ve çevresinde ürünlerimizin tanıtımını yapacak tecrübeli Tıbbi Tanıtım Sorumluluları arıyoruz.","Tıbbi Tanıtım Sorumlusu - Oftalmoloji","En az 2 yıl tecrübeli"," Lisans ","Tam Zamanlı","1234"
"575","Kale Kalıp A.Ş.","Üretim ve Endüstriyel Ürünler","İstanbul ","Küçükçekmece Sefaköy lokasyonunda faaliyet gösteren şirketimiz bünyesinde görev almak üzere""Satınalma Mühendisi"" arayışımız bulunmaktadır._x000D_
_x000D_
Üniversitelerin Makina Mühendisliği, Metalurji ve Malzeme Mühendisliği veya İmalat Mühendisiliği  bölümlerinden mezun,Metal sektöründe faaliyet gösteren bir firmada en az 3  yıl teknik satınalma tecrübesine sahip,Üretime yönelik hammadde, işletme malzemeleri ( kesici takım, hırdavat, vb) , sarf malzeme (ambalaj, kimyasal vb) alımlarında tecrübeli,Branşı ile ilgili temel muhasebe ve finans bilgisine sahip, Lojistik konularında temel bilgiye sahip, İleri seviyede sözlü ve yazılı İngilizce bilgisine sahip, İyi derecede excel kullanabilen, analiz etme yetkinliği ve raporlama yönü gelişmiş,İletişim becerileri güçlü, müşteri odaklı, stres yönetimi yapabilen, Erkek adaylar için askerlik görevini tamamlamış, İstanbul Avrupa Yakasında ikamet eden ve/veya edebilecek _x000D_
_x000D_
_x000D_
İŞ TANIMI_x000D_
_x000D_
Üretim faaliyetleri için gerekli, bildirilen ürün spesifikasyonlarını anlamak, yorumlamak,_x000D_
Taleplere yönelik yurt içi ve yurt dışı tedarik kaynaklarını araştırmak,_x000D_
Tedarik kaynakları ile ilgili yazışma ve düzenli raporlama yapmak ve tüm sürecin sorumluluğunu almak_x000D_
Tedarik kaynakları ile iletişim halinde olarak, ürün spesifikasyonları konusunda karşılıklı anlaşmaya varmak,_x000D_
Tedarik edilecek ürünlerin siparişinden, ilgili firma süreçlerinin ve lojistik konularının takip ve yürütülmesinden sorumlu olmak,_x000D_
Teslim alınan ürünle ilgili, firma süreçlerine uygun olarak gerekli mercileri haberdar etmek,_x000D_
Girdi muayene faaliyetlerinin planlanması için, firma süreçlerine uygun olarak diğer birimlerle ortak sorumlulukları yerine getirmek,_x000D_
Projeler kapsamında hazırlanabilecek “Tedarik Edilebilirlik” konusundaki raporlamalara girdi sağlamak,","Satınalma Mühendisi","2 - 5 yıl arası"," Lisans ","Tam Zamanlı","1234"
"576","GLOHE DOĞAL ÜRÜNLER KOZMETİK PAZARLAMA A.Ş","Üretim ve Endüstriyel Ürünler","İstanbul ","
Sektörde 35 yıldır faaliyet gösteren Birlik Sünger’in yeni kurulan Kişisel Bakım-Hijyen ve Ev temizlik ürünleri alanında faaliyet gösteren, büyük pazar payına sahip olma yolunda emin adımlarla ilerleyen Glohe Kozmetik Firmamızın Tuzla' da bulunan fabrikamızın Kalite Departmanında değerlendirilmesi için, aşağıda belirlenen kriterle uygun Kalite Kontrol Analisti pozisyonunda;
GENEL NİTELİKLER


 Lisanslerin Fen Fakültesi Kimya, Biyoloji, Biyokimya ya da Kimya Mühendisliği bölümlerinden mezun,İyi derecede İngilizce bilen,Yetiştirilmek üzere yeni mezun ya da Kalite Kontrol departmanında az tecrübesi olanKariyerini Kozmetik ve İlaç sektöründe ilerletmek isteyen,ISO 9001, GMP gibi kalite yönetim sistemleri hakkında temel düzeyde bilgisi bulunan,Öğrenmeye ve gelişime açık,Yoğun iş temposuna ayak uydurabilecek,Sosyal ve iletişim becerileri kuvvetli,Analitik düşünebilen, çözüm odaklı,Erkek adaylar için askerlik yükümlülüğü olmayan,25 yaşını aşmamış

İŞ TANIMI
Doğal kozmetik ürünler üreten firmamızın Mikrobiyoloji ve Kimya Laboratuvarlarında, GMP standartları baz alınarak oluşturulmuş Standart Operasyon Prosedürleri ve Talimatları doğrultusunda, ham madde, ambalaj ve son ürün üzerinde fiziksel, kimyasal ve mikrobiyolojik analizlerin yapılması, yapılan analizlerin dokümante edilmesi, raporlanması ve ERP sistemine analiz sonuçlarının girilmesi.
","Kalite Kontrol Analisti","Tecrübeli ve Tecrübesiz"," Lisans ","Tam Zamanlı","1234"
"577","İnnovex Sağlık Ürünleri Pazarlama Hizm. Ve Danış.","Sağlık","İzmir","_x000D_
DÖNEMSEL KLİNİK DESTEK UZMANI_x000D_
_x000D_
_x000D_
_x000D_
2007 yılında kurulmuş olan Innovex, global ölçekli, alanında lider bir firma olarak ilaç sektörüne yenilikçi çözümler ile yüksek kalite standartlarında ‘’ Hasta Destek ve Eğitim Hizmetleri’’ sağlamaktadır._x000D_
_x000D_
Innovex bir IQVIA kuruluşudur._x000D_
_x000D_
Innovex'in NEFROLOJİ alanındaki yürüttüğü bir projede görevlendirilmek üzere; sağlık profesyonellerine nefroloji alanında kullanılan medikal cihazlara ilgili medikal setlerin kurulumunu yapabilecek, klinikte kurulum/cihaz konusunda yüz yüze eğitim verebilecek, kullanılan medikal setler/cihazlar konusunda farkındalık kazandırarak sağlık profesyonellerinin cihazları etkin kullanmalarına katkıda bulunacak; aşağıda yer alan niteliklere sahip,  TCESIS/KLİNİK DESTEK ELEMANI sertifikası alabilecek ve DÖNEMSEL (1,5 AY) çalışabilecek bir KLİNİK DESTEK UZMANI aramaktayız._x000D_
_x000D_
İŞ TANIMI_x000D_
_x000D_
Adaylarda aranılan özellikler:_x000D_
_x000D_
_x000D_
Eğitim kurumlarının hemşirelik, ebelik, ATT, diyaliz, biyoloji bölümlerinden mezun (SML; MYO, Lisans) ve TCESİS Klinik Destek Elemanı (KDE) Sertifikası olan ya da alabilecek durumda olan,Tercihen lisans mezunu ve hasta destek, hasta eğitim projelerinde deneyimli,Vardiyalı, nöbet usulü çalışabilecek,Çözüm odaklı, organize,MS Office programlarını aktif kullanabilen,İletişim becerileri yüksek,Dışa dönük,Öğrenmeye açık,Aktif olarak araç kullanan adayların bu ilanımıza başvurmaları rica olunur._x000D_
_x000D_
","Dönemsel Klinik Destek Uzmanı","En az 1 yıl tecrübeli","Önlisans ","Tam Zamanlı","1234"
"578","İncekaralar Tıbbi Cihazlar Ticaret A.Ş.","Tıbbi Cihaz ve Malzemeler ","İstanbul   , Ankara","_x000D_
Şirketimiz İstanbul Bölge (veya Ankara Merkez) Ofisinde, Yaşam Bilimleri Departmanı'nda görevlendirilmek üzere;_x000D_
_x000D_
_x000D_
_x000D_
 Lisanslerin; Moleküler Biyoloji ve Genetik Mühendisliği, Genetik, Biyomühendislik bölümlerinden mezun, (tercihen) bu branşlarda Lisansüstü yapmış,_x000D_
_x000D_
Yeni Nesil Dizileme (NGS) sistem ve uygulamaları konusunda en az 2 yıl aplikasyon deneyimi olan,_x000D_
_x000D_
Son kullanıcıların derdine derman olacak, gerektiğinde laboratuvarda onlarla omuz omuza çalışacak, problemlerini çözecek,_x000D_
_x000D_
Çok iyi derecede İngilizce bilen, _x000D_
Erkek adaylar için askerlik hizmetini tamamlamış, _x000D_
Sürücü belgesine sahip ve aktif (şehir içi ve şehir dışı) araç kullanabilen, _x000D_
Seyahat engeli olmayan, _x000D_
MS Office uygulamalarına hakim, _x000D_
Ekip çalışmasına yatkın, öğrenmeye açık, _x000D_
Analitik ve problem çözme becerilerine sahip, _x000D_
_x000D_
_x000D_
Aplikasyon Uzmanı aramaktayız. _x000D_
_x000D_
_x000D_
İş tanımı:_x000D_
_x000D_
_x000D_
Satışını gerçekleştirdiğimiz NGS PGS kitleri ile ilgili son kullanıcılar ile sıcak iletişim, numune hazırlama, protokoller, aplikasyon, kullanıcı eğitimlerinin verilmesi,_x000D_
_x000D_
İş akışı ve sorun giderme süreçlerinin yönetilmesi (müşterilerin yaşadığı teknik sorunlarla ilgili sorunları giderme), yerinde aplikasyon hizmeti sunulması,_x000D_
_x000D_
Yeni NGS Yatırımları ve Bilimsel Araştırma Projelerinde danışmanlık desteği. _x000D_
","Aplikasyon Uzmanı","2 - 12 yıl arası"," Lisans ","Tam Zamanlı","1234"
"579","TRANSVARO ELEKTRON ALETLERİ SAN. VE TİC. A.Ş.","Savunma Sanayi","İstanbul ","
Transvaro Elektron Aletleri A.Ş. 1988 yılında kurulmuş olup, gece görüş aygıtı, termal kamera, mayın dedektörü, periskop, kamera kontrol sistemi, araç simülatörü, savaş simülatörü gibi askeri teknoloji üreten Uyar Holding'e bağlı bir şirkettir.

Üniversitelerin Elektrik/Elektronik Mühendisliği Bölümlerinden mezun,Elektronik ve montaj hatlarında kalite kontrol süreçlerinde (giriş,proses,final) en az 2 yıl deneyimli,İngilizce dil bilgisi ileri seviyede,Ekip çalışmasına yatkın,Problem çözme ve analitik düşünme becerisine sahip,Gelişime açık, sorumluluk bilinci yüksek,Erkek adaylar için askerlikle ilişki bulunmayan,İstanbul Avrupa Yakası'nda ikamet eden, Halkalı'ya ulaşım problemi olmayan

Kalite Bölümü, KALİTE UZMANI/UZMAN YARDIMCISI görevlerinde bulunacak Elektrik/Elektronik Mühendisi arayışımız bulunmaktadır.
","ELEKTRİK ELEKTRONİK MÜHENDİSİ","En az 2 yıl tecrübeli"," Lisans ","Tam Zamanlı","1234"
"580","Coşkunöz Holding","Topluluklar","Elazığ","_x000D_
Elazığ'da bulunan katı atık yakma tesisimiz için İşletme Operatörü arayışımız bulunmaktadır. _x000D_
_x000D_
_x000D_
_x000D_
 EML ya da MYO'ların teknik bölümlerinden mezun, Mekanik ya da Elektrik bakım, kaynak işlerinde minimum 2 yıl tecrübeli, 3 vardiya düzeninde çalışabilecek, Erkek adaylar için; Askerlik hizmetini tamamlamış,Tercihen Forklift ehliyeti olan,_x000D_
_x000D_
Fabrika Atıklarının buhara dönüştürüldüğü tesisimizde; _x000D_
_x000D_
_x000D_
Tesis işleyişini takip etmek, Arıza ya da bakım durumlarında gerekli müdahelelerde bulunmak, Gerekli durumlarda üstlerine haber vermek,_x000D_
_x000D_
_x000D_
","İşletme Operatörü","Tecrübeli ve Tecrübesiz","Lise ","Tam Zamanlı","1234"
"581","","Hazır Giyim","Bursa","_x000D_
_x000D_
Tercihen üniversite, meslek liselerinin pazarlama veya perakende bölümlerinden mezun,Hazır giyim alanında ve mağazacılıkta 3 yıl deneyimli, Mağaza satışlarının hedefler doğrultusunda gerçekleştirilmesine destek olacak,Kişisel imajına önem veren, Modayı takip eden, Askerlik hizmetini tamamlamış (erkek adaylar için). _x000D_
_x000D_
_x000D_
İŞ TANIMI_x000D_
Erkek modasında şık, kaliteli, yenilikçi ürünleri ve tasarım odaklı koleksiyonlarıyla farklılaşan Ramsey'in Bursa Korupark AVM'de yer alan mağazasında görevlendirilmek üzere Müşteri Danışmanı aranmaktadır._x000D_
_x000D_
_x000D_
Müşteri beklentileri ve tercihleri doğrultusunda ürünleri müşteriye sunarak satışını gerçekleştirmek,Mağaza içi ürünlerin sunumunu ve ürünlerin düzenini sağlamak, Mağazacılık alanında kariyer hedeflemek. _x000D_
","Müşteri Danışmanı ","En az 3 yıl tecrübeli","Lise ","Tam Zamanlı","1234"
"582","AY MARKA MAĞAZACILIK","Mağazacılık (Tekstil)","İzmir","AY MARKA YILDIZLARINI ARIYOR!_x000D_
Boyner Grup ailesinin üyelerinden biri olan Ay Marka Mağazacılık, bünyesinde bulunan Network, Que ve Divarese markalarıyla 2008 yılından bu yana mağazacılık sektörüne ve modaya yön vermeye devam ediyor._x000D_
 _x000D_
      İzmir Agora AVM'de açılacak olan Network mağazamız için;_x000D_
_x000D_
Perakende mağazacılık sektöründe benzer pozisyonda en az 4 yıl yöneticilik deneyimine sahip,Tercihen üniversite mezunu, _x000D_
MAĞAZA MÜDÜRÜ arıyoruz._x000D_
_x000D_
İŞ TANIMI_x000D_
_x000D_
Koşulsuz müşteri mutluluğu bizim olduğu gibi senin için de 1.sırada ise, Yeni satış rekorları kırmak için cesaretin varsa, Kendini ve yaptığın işi sürekli geliştirmeyi seviyorsan, Moda bilgine güveniyorsan ve tüm bunlarla ekibini de geliştirmek istiyorsan, Yıldızlarla dolu bir ekibe liderlik yapabilirim ve YENİ YILDIZLAR yaratabilirim diyorsan,_x000D_
aradığımız MAĞAZA MÜDÜRÜ belki de sen olabilirsin! Başvurunu bekliyoruz.","Mağaza Müdürü","En az 4 yıl tecrübeli","Lise ","Tam Zamanlı","1234"
"583","Kırpart Otomotiv Parçaları San. ve Tic. A.Ş.","Otomotiv ","Bursa","Kıraça Holding bünyesinde faaliyet gösteren Kırpart Otomotiv, termostat, yağ ve su pompaları gibi motor komponentlerini dizayn etme, geliştirme ve üretme konularında 1969'dan beri uluslararası otomotiv sektöründe önde gelen Ana Sanayi Araç Üreticilerine hizmet vermektedir.Bursa/Orhangazi’ de bulunan Kırpart Otomotiv ’de Talaşlı İmalat/Proje Mühendisi olarak görev yapacak; aşağıda belirtilen özellikleri taşıyan donanımlı ve enerjik bir takım arkadaşı arıyoruz.* Lisanslerin ilgili mühendislik bölümünden mezun,*Talaşlı imalat teknolojileri ve uygulamaları konusunda tercihen en az 3 yıl deneyimli,*Çok iyi derecede İngilizce bilen,*İyi derecede Ms Office programlarına hakim,*Ekip çalışmasına yatkın, analitik ve sonuç odaklı.İŞ TANIMI*Proje devreye alma ekibinde görev alarak firmamıza gelen yeni talaşlı üretim parçası işleme taleplerini cevaplandırmak,*Yeni teknolojileri takip ederek, talaşlı imalat bölümündeki iyileştirme projelerini yürütmek.","Proje Mühendisi","En az 3 yıl tecrübeli"," Lisans ","Tam Zamanlı","1234"
"584","Gizli Firma","Tekstil","İstanbul ","


Üniversitelerin Tasarım bölümlerinden mezun, Moda tasarımı konusunda en az 5 yıl tecrübeli, Modayı ve trendleri yakından takip eden,Yurtdışı fuarlarda bulunmuş, Uluslararası marka ve erkek ürün grubunda deneyimi olan, Koleksiyon geliştirebilecek, Yeniliğe ve değişime açık, Dinamik ve yoğun çalışma temposuna ayak uydurabilecek, Illustrator,Photoshop, Adobe, In-design programlarını kullanabilen, İş takibi ve sonuç alma becerileri gelişmiş, İyi derece İngilizce bilgisi olan, Yurtiçi-yurtdışı seyahat engeli olmayan,

Kurum hedefleri ve stratejileri doğrultusunda, sorumlu olduğu ürün grubunun 

tasarımlarını gerçekleştirecek ""Tasarımcı"" alınacaktır.  

","TASARIMCI","En az 4 yıl tecrübeli","Önlisans ","Tam Zamanlı","1234"
"585","AssisTT AŞ.","Telekomünikasyon","Antalya","_x000D_
Antalya Lokasyonu Antalya Belediyesi Projesinde «Takım Lideri» olarak çalışacak ekip arkadaşları arıyoruz. Eğer Takım Lideri olma şansını yakalamak istiyorsan vakit kaybetmeden ilana başvur ve kariyer yolunda ilerlemek için adım at!_x000D_
Tanımlı kalite standartları kapsamında, müşterilere 7/24 hizmet verilmesini sağlayarak, takım çalışanlarının etkin ve verimli şekilde çalışmaları için gerekli destek ve yönlendirmeleri yapmak ve takımının dönemsel KPI’larının en iyi düzeyde gerçekleşmesini sağlamak,_x000D_
 Asistanların koordinasyonunu ve iş verimliliğini sağlamak, _x000D_
 Çalışma saatlerinin belirli bir kısmını çağrı dinlemek ve geri bildirim yapmak, _x000D_
 Çağrı merkezi Operasyonel ve idari işlemlerini gerçekleştirmek, Anlık çağrı yoğunluğu durumlarında gerektiğinde çağrı karşılamak._x000D_
_x000D_
","Takım Lideri","En az 1 yıl tecrübeli","Önlisans ","Tam Zamanlı","1234"
"586","Anel Grup","Elektrik  ve  Elektronik ","İstanbul ","
· Lisanslerin ilgili mühendislik bölümlerinden mezun,
· Lisanslerin ilgili bölümlerinden mezun,
·En az 3 yıl benzer bir pozisyonda tecrübe sahibi,
·Network, uygulama ve problem çözmede tecrübeli,
·Firewall güvenlik ürünlerine hakim ve risk analizi yapabilen,
·Cisco ürün ailesi hakkında bilgi sahibi,
·Kablosuz LAN, VoIP, IP Telephony konularında deneyimli,
·Kendini sürekli geliştirmeye açık, süreç, standart ve prosedürler ile ekip çalışmasına yatkın,
·Askerlik hizmetini tamamlamış (Erkek Adaylar İçin),
·Kendisini yazılı ve sözlü ifade edebilecek İngilizce bilgisine sahip.
·Kendisini ifade edebilecek düzeyde İngilizce bilgisine sahip.
İŞ TANIMI
·Bilgi Teknolojileri ağ altyapısı ile ilgili yeni teknolojileri ve güncel versiyonları takip etmek.
·Bilgi güvenliği stratejilerini oluşturmak, gereklilikleri yerine getirmek ve bu konuda kullanıcıları yönlendirmek. Tespit edilen ve muhtemel güvenlik açıklarını en kısa zamanda raporlamak, iç ve/veya dış kaynak kullanımı ile uygunsuzluğu gidermek.
·Mevcut ağ altyapısının güvenli, performanslı, kesintisiz ve kullanıcı taleplerini karşılayacak şekilde çalışmasını sağlamak amacıyla; araştırma, analiz, tasarım, planlama, kurulum, test, kullanıcı eğitimi, yetkilendirme, dokümantasyon, performans takibi gibi faaliyetleri yerine getirmek.
","AĞ VE BİLGİ GÜVENLİĞİ UZMANI","Tecrübeli ve Tecrübesiz","Önlisans ","Tam Zamanlı","1234"
"587","AKIN ÇORAP","Tekstil","İstanbul ","Aranan genel nitelikler aşağıdaki gibidir;•  Lisanslerin ilgili bölümlerinden mezun, • Benzer pozisyonda en az 3 yıl deneyime sahip olmak üzere, • Microsoft Windows Server işletim sisteminin kurulum, yönetim ve bakımı konusunda deneyimli • Linux çözümleri (Zimbra mail, pfsense,samba,dns vs.) bilen. • Network, firewall ve sunucu yapılandırma ve yönetimi konusunda deneyimli, • Microsoft SQL Server veritabanı konusunda bilgi ve tecrübe sahibi olan, • Office 365 konusunda bilgi ve tecrübe sahibi olan, • TeknoTeks öncelikli olmak üzere ERP programında bilgi ve tecrübe sahibi olan (tercihen), • Yazılımsal sorunlara çözüm bulabilen, • Kullanıcılara yazılımsal ve donanımsal konularda destek verebilecek,• Antivirus ve back-up yazılımlarının yönetilmesi ve güncel tutulması konusunda deneyimli, • Raporlama yönü kuvvetli, analitik düşünceye sahip, • Erkek adayların askerlik hizmetini tamamlamış, ","Bilgi Teknolojileri ve IT Uzmanı","1 - 3 yıl arası","Önlisans ","Tam Zamanlı","1234"
"588","Air Clinic Sağlık Hizmetleri San. Ve Tic. A.Ş.","Sağlık","İstanbul ","
Türk Hava Yolları’nın engelli, yaşlı ve hasta yolcularına tekerlekli sandalye hizmeti vermekte olan firmamıza, Genel Müdürlüğe bağlı olarak İstanbul Havalimanı’ nda görevlendirilmek üzere “Raporlama Uzmanı” aranmaktadır;



 Lisanslerin tercihen Endüstri Mühendisliği, Ekonometri, İstatistik bölümlerinden mezun,Tercihen hizmet sektöründe operasyon raporlamasında en az 2 yıl tecrübesi olan,Raporlama becerileri gelişmiş,Araştırmacı ve sorumluluk sahibi,Analitik ve sistematik düşünce yapısına sahip, detaycı ve sonuç odaklı olan,Planlama ve önceliklendirme becerisine sahip,İleri derecede Excel bilgisine sahip,Teknolojik gelişmeleri takip eden, kariyerine bu alanda devam etmeyi hedefleyen,Erkek adaylar için askerlik görevini tamamlamış,


İŞ TANIMI


Firmamızın kendi bünyesinde geliştirdiği raporlara destek vermek ve geliştirmek,Operasyon biriminin faaliyet raporlarını hazırlamak,Verimlilik analizleri oluşturmak,Her ayın sonunda aylık THY kabin amiri raporları, müşteri şikayetleri, rötarlar, aksaklıklar, arrival gecikmelerinin raporlamasını yapmak,Farklı veri türlerinin birbirleriyle ilişkilerinin kurulabileceği kombinasyonlarda raporlama üretilmesi,Verileri aktif olarak kullanmak ve geliştirici öneriler sunarak kuruma katma değer sağlamak,Aylık ve dönemsel raporlar hazırlamak,Üst yönetimin talepleri doğrultusunda istenen raporları hazırlamak,Ekip içi koordinasyon ve bilgi akışının takibini yapmak, gerektiğinde yöneticilere geri bildirimlerin yapılmasını sağlamak


","Raporlama Uzmanı","Tecrübeli ve Tecrübesiz","Önlisans ","Tam Zamanlı","1234"
"589","Paşabahçe Mağazaları A.Ş.","Mobilya Aksesuar","İstanbul ","_x000D_
Cam sektörünün global oyuncusu Şişecam Topluluğu şirketlerinden Paşabahçe Mağazaları, özgün yapısıyla sofra ve mutfak eşyaları zincir mağazacılığı alanında Türkiye’de lider konumdadır. 1957’den bu yana her gün büyümeye ve gelişmeye devam eden Paşabahçe Mağazaları müşterilerine sayısız ve modern seçenekler sunmaktadır._x000D_
_x000D_
Mağaza Satış Danışmanı (İstanbul-Havalimanı)_x000D_
_x000D_
Şişecam Topluluğu’na bağlı Paşabahçe Mağazaları A.Ş.’de görevlendirilmek üzere;_x000D_
_x000D_
_x000D_
En az lise mezunu, Tercihen satış deneyimi olan, Çok iyi derecede İngilizce bilgisine sahip,Gece vardiyası dahil 3 vardiya çalışabilecek,_x000D_
Mağaza Satış Danışmanı aranmaktadır._x000D_
_x000D_
İŞ TANIMI_x000D_
_x000D_
Mağaza Satış Danışmanı; _x000D_
_x000D_
Mağazada satılan ürünlerin özelliklerinin müşterilerle paylaşılması, Ürün satışının gerçekleştirilmesi, Raf düzeninin sağlanması ve raf eksiklerinin tamamlanması, Ürünlerin raflara yerleştirilmesi, Kasa işlemlerinin alınması,Mağazanın temizlik ve düzeninin sağlanması _x000D_
 gibi sorumluluklar üstlenecektir._x000D_
","MAĞAZA SATIŞ DANIŞMANI ","Tecrübeli ve Tecrübesiz","Lise ","Tam Zamanlı","1234"
"590","ÇELİKEL ALÜMİNYUM DÖKÜM İMALAT SAN.VE TİC.A.Ş.","Üretim ve Endüstriyel Ürünler","İstanbul , Kocaeli"," ·    Endüstri Meslek Lisesi veya Meslek Yüksek Okulu ilgili bölümlerinden mezun·        3 Vardiyalı sistemde çalışmaya uygun,·        Teknik resim okuma ve anlama becerisine sahip·        Çift iş milli Dik CNC İşleme Merkezleri tecrübeli·        Özellikle Siemens programlama tecrübesi olan·        CAM programları kullanabilen·        Fikstür ve Takım konusunda bilgili·        MS Office programlarına hakim·        Askerlik ile ilişiği bulunmayan·        Takım çalışmasına yatkın, İŞ TANIMI: ·        Vardiyası süresince bölümünün teknik ve idari sorumluluğunu almak,·        Üretim hattının maksimum verimlilik ile çalışmasını sağlamak,·        Teknik problemler ile ilgili en kısa sürede doğru müdahaleyi yapmak,·        Sorumlu olduğu tezgah ve ekipmanları her zaman üretime hazır bulundurmak,·        Üretim hatlarının üretim sırasında kontrollerini sağlamak,·        Günlük raporlamaları bir üst amirine yapmak,   ","CNC Vardiya Sorumlusu ","Tecrübeli ve Tecrübesiz","Lise ","Tam Zamanlı","1234"
"591","Civil Mağazacılık A.Ş.","Tekstil","İstanbul , Kocaeli","Anne,bebek ve Anne,bebek ve çocuk kategorilerinde sektörün öncüsü olan firmamızın Üretim Departmanında görev alacak"" Stilist ""aranmaktadır.- Markamızın hedef müşteri kitlesine uygun tarzda tasarımlar yapabilecek,- Yurtiçi ve yurt dışı ürün, renk ve moda trendlerini araştıran,- Konusu ile ilgili Corel ve diğer çizim tasarım programlarını kullanabilen,- En az 7 yıl deneyimli,- Yaratıcı, değişime açık ve iyi iletişim becerilerine sahip.","Stilist","En az 7 yıl tecrübeli","Önlisans ","Tam Zamanlı","1234"
"592","Sanofi","İlaç Sanayi","Kırklareli  ","_x000D_
_x000D_
Üniversitelerin Makina Mühendisliği bölümünden mezun, Üretim makinalarının, altyapı sistemleri ve ekipmanlarının mekanik bakımı ve arıza çözümü alanında, ekip yönetimi ile birlikte, en az 5 yıl çalışmış,Makinaların, ekipmanların, altyapı ve binaların ‘Mekanik Koruyucu Bakım’ süreçlerinin hazırlık, sevk ve tamamlamalarını bilfiil  yönetmiş, değerlendirme sonuçlarını raporlamış,Makinalarda  oluşan arızaların  analiz, çözüm ve onarım süreçlerini ekibi ile beraber gerçekleştirmiş, sonuçlarını izleyip üst yönetim takibine raporlamış, İlgili yedek parça temini ve stok yönetimi sürecini RBM ve RCM methodolojisine göre  finansal KPI lar ile beraber yönetmiş,Reliability (Ekipman Güvenilirliği) mühendisliği konusunda bilgi sahibi,RBM,RCM kavramlarına hakim ve ilgili hesaplamalar konusunda deneyimliArızı bakım süreçlerinin üretim hatları üzerindeki MTTR , MTBF ve Reliability (Ekipman güvenilirliği) mühendisliği açısından analizini gerçekleştirmiş,Gelişim odaklı ve liderlik vasfına sahip, MS Office programlarına hakim, Üst orta derecede İngilizce yeterliliğine sahip, Lüleburgaz veya Çorlu civarında ikamet eden/edebilecek olan,Askerlik görevini tamamlamış. _x000D_
_x000D_
İŞ TANIMI_x000D_
_x000D_
Makinalar ve ekipmanlar için mekanik bakım işlerini yönetmek,Makinaların verimli çalışması için aksiyon almak ve takibini yapmak,Yatırım ve transfer projelerinin teknik konularına destek vermek._x000D_
","Mekanik Bakım ve Reliability Sorumlu Uzmanı","5 - 8 yıl arası"," Lisans ","Tam Zamanlı","1234"
"593","Danone Su","Bebek Besinleri","İstanbul   ","_x000D_
_x000D_
Ön Lisans veya Lisans mezunuEkip çalışmasına yatkınBenzer pozisyonda 3-4 yıl deneyim sahibiMS Office programlarını aktif kullanabilenDinamik bir ortamda çalışmaya istekli_x000D_
_x000D_
_x000D_
İş Tanımı_x000D_
_x000D_
Özlük ve işe alım süreçlerine destek olmakOrganizasyon  şemalarının güncellenmesiPersonel listelerinin takibi ve güncellenmesiÇalışan devir hızının  hesaplamalarının yapılmasıDuyuruların hazırlanması_x000D_
_x000D_
","İnsan Kaynakları Uzmanı","3 - 5 yıl arası","Önlisans ","Tam Zamanlı","1234"
"594","Gözalan Group","Tekstil","Trabzon","Biz, Gözalan Group olarak, dünyanın önde gelen markalarından Columbia, Mountain Hardwear, Sorel, Mustang Jeans ve Camicissima ile Türkiye genelinde 50 mağaza ve 500’ü aşkın çalışanımızla dinamik bir grubuz.  Perakende ve mağazacılık sektörünün yanı sıra Edirne’nin merkezinde yer alan 500 yatak kapasiteli kız ve erkek öğrenci apartı Ünisite ile de farklı ve güçlü alanlarda büyümeye devam ediyoruz.Trabzon Forum'da yer alan Columbia mağazamızda görev alacak “Mağaza Müdür Yardımcısı'' sen olabilirsin!  Gözalan Group’un dinamik ekibinde yer almak için;“ Lisans mezunuyum.Mağazacılık sektöründe en az 5 yıl, yöneticilik konusunda en az 2  yıl deneyimim var.Ekibimin koordinasyonunu ve motivasyonunu sağlar, bilgi ve tecrübelerimi onlara aktarır, düzenli ve verilen hedeflerin üstüne çıkmış bir mağaza yaratırım’’ diyorsan hiç beklemeden başvurunu yap!Peki beraber neler yapacağız?Hedefleriyle global markaların satışlarını geliştirecek,Stok ve depo kontrollerini yaparak her zaman hazır olacak,Ürün ve reyon düzenlemeleriyle doğru müşteriyle doğru ürünü buluşturacak,Ekibinin gelişmesi için mağazacılık sektöründe kariyer düşünen ekip arkadaşlarını keşfedip oryantasyon ve eğitim süreçlerine koordine edecek,Kurum kültürümüzü her müşterimize yansıtarak mağazamızdan memnun ayrılmalarını sağlayacağız.Sen de bize katıl!","MAĞAZA MÜDÜR YARDIMCISI ","En az 2 yıl tecrübeli","Lise ","Tam Zamanlı","1234"
