ilan_id,id,Aciklama_Yetenek_Eslesme_Sayisi,Aciklama_Yetenek_Eslesen_Kelimeler,Aciklama_Dil_Eslesme_Sayisi,Aciklama_Dil_Eslesen_Kelimeler,Konum_Eslesme_Sayisi,Konum_Eslesen_Kelimeler,Egitim_Eslesme_Sayisi,Egitim_Eslesen_Kelimeler,Deneyim_Eslesme
335,14,0,,0,,1,i̇stanbul,1,lisans,1
335,15,0,,0,,1,i̇stanbul,1,lisans,1
335,16,0,,0,,1,i̇stanbul,0,,1
335,8,0,,0,,0,,1,lisans,1
335,11,0,,1,i̇ngilizce,0,,1,lisans,1
335,12,0,,1,i̇ngilizce,1,i̇stanbul,1,lisans,1
336,1,0,,1,i̇ngilizce,1,i̇stanbul,1,lisans,1
336,2,0,,1,i̇ngilizce,1,i̇stanbul,1,lisans,1
336,3,1,iletişim,1,i̇ngilizce,1,i̇stanbul,0,,1
336,4,0,,1,i̇ngilizce,1,i̇stanbul,1,lisans,1
336,5,0,,1,i̇ngilizce,0,,0,,1
336,6,1,iletişim,0,,0,,1,lisans,1
336,7,0,,0,,0,,1,lisans,1
336,12,0,,0,,0,,1,lisans,1
336,13,0,,0,,1,i̇stanbul,0,,1
336,14,0,,0,,1,i̇stanbul,1,lisans,1
336,15,0,,0,,1,i̇stanbul,1,lisans,1
336,16,0,,0,,1,i̇stanbul,0,,1
336,8,0,,0,,0,,1,lisans,1
336,11,0,,1,i̇ngilizce,0,,1,lisans,1
336,12,0,,1,i̇ngilizce,1,i̇stanbul,1,lisans,1
337,1,0,,1,i̇ngilizce,0,,0,,1
337,2,2,"iş, kalite",1,i̇ngilizce,0,,0,,1
337,3,2,"office, ms",1,i̇ngilizce,0,,1,lise,1
337,4,0,,1,i̇ngilizce,0,,0,,0
337,5,0,,1,i̇ngilizce,0,,0,,0
337,6,0,,0,,0,,0,,1
337,7,0,,0,,0,,0,,1
337,12,0,,0,,0,,0,,0
337,13,0,,0,,0,,0,,1
337,14,0,,0,,0,,0,,1
337,15,0,,0,,0,,0,,0
337,16,0,,0,,0,,0,,0
337,8,0,,0,,0,,0,,1
337,11,0,,1,i̇ngilizce,0,,0,,0
337,12,0,,1,i̇ngilizce,0,,0,,0
338,1,0,,1,i̇ngilizce,1,i̇stanbul,0,,1
338,2,0,,1,i̇ngilizce,1,i̇stanbul,0,,1
338,3,1,office,1,i̇ngilizce,1,i̇stanbul,0,,0
338,4,2,"çözme, problem",1,i̇ngilizce,1,i̇stanbul,0,,1
338,5,0,,1,i̇ngilizce,0,,0,,0
338,6,0,,0,,0,,0,,1
338,7,0,,0,,0,,0,,1
338,12,0,,0,,0,,0,,1
338,13,0,,0,,1,i̇stanbul,0,,1
338,14,1,erp,0,,1,i̇stanbul,0,,1
338,15,0,,0,,1,i̇stanbul,0,,0
338,16,1,erp,0,,1,i̇stanbul,1,önlisans,0
338,8,0,,0,,0,,0,,1
338,11,0,,1,i̇ngilizce,0,,0,,1
338,12,0,,1,i̇ngilizce,1,i̇stanbul,0,,0
339,1,0,,0,,1,i̇stanbul,0,,1
339,2,0,,0,,1,i̇stanbul,0,,1
339,3,2,"office, ms",0,,1,i̇stanbul,1,lise,1
339,4,1,geliştirme,0,,1,i̇stanbul,0,,1
339,5,0,,0,,0,,0,,1
339,6,0,,0,,0,,0,,1
339,7,0,,0,,0,,0,,1
339,12,0,,0,,0,,0,,1
339,13,0,,0,,1,i̇stanbul,0,,1
339,14,0,,0,,1,i̇stanbul,0,,1
339,15,0,,0,,1,i̇stanbul,0,,1
339,16,0,,0,,1,i̇stanbul,0,,1
339,8,0,,0,,0,,0,,1
339,11,0,,0,,0,,0,,1
339,12,0,,0,,1,i̇stanbul,0,,1
340,1,0,,0,,1,i̇stanbul,0,,1
340,2,0,,0,,1,i̇stanbul,0,,1
340,3,0,,0,,1,i̇stanbul,1,lise,1
340,4,0,,0,,1,i̇stanbul,0,,1
340,5,0,,0,,0,,0,,1
340,6,0,,0,,0,,0,,1
340,7,0,,0,,0,,0,,1
340,12,0,,0,,0,,0,,1
340,13,0,,0,,1,i̇stanbul,0,,1
340,14,0,,0,,1,i̇stanbul,0,,1
340,15,0,,0,,1,i̇stanbul,0,,1
340,16,0,,0,,1,i̇stanbul,0,,1
340,8,0,,0,,0,,0,,1
340,11,0,,0,,0,,0,,1
340,12,0,,0,,1,i̇stanbul,0,,1
341,1,0,,1,i̇ngilizce,0,,1,lisans,1
341,2,2,"iş, kalite",1,i̇ngilizce,0,,1,lisans,1
341,3,2,"office, ms",1,i̇ngilizce,0,,0,,1
341,4,0,,1,i̇ngilizce,0,,1,lisans,1
341,5,0,,1,i̇ngilizce,0,,0,,1
341,6,0,,0,,0,,1,lisans,1
341,7,0,,0,,0,,1,lisans,1
341,12,0,,0,,0,,1,lisans,1
341,13,0,,0,,0,,0,,1
341,14,0,,0,,0,,1,lisans,1
341,15,0,,0,,0,,1,lisans,1
341,16,0,,0,,0,,0,,1
341,8,0,,0,,0,,1,lisans,1
341,11,0,,1,i̇ngilizce,0,,1,lisans,1
341,12,0,,1,i̇ngilizce,0,,1,lisans,1
342,1,0,,1,i̇ngilizce,1,i̇stanbul,0,,1
342,2,0,,1,i̇ngilizce,1,i̇stanbul,0,,1
342,3,3,"office, iletişim, ms",1,i̇ngilizce,1,i̇stanbul,1,lise,1
342,4,1,geliştirme,1,i̇ngilizce,1,i̇stanbul,0,,1
342,5,0,,1,i̇ngilizce,0,,0,,1
342,6,2,"iletişim, i̇nsan",0,,0,,0,,1
342,7,1,analiz,0,,0,,0,,1
342,12,0,,0,,0,,0,,1
342,13,0,,0,,1,i̇stanbul,0,,1
342,14,0,,0,,1,i̇stanbul,0,,1
342,15,0,,0,,1,i̇stanbul,0,,1
342,16,0,,0,,1,i̇stanbul,0,,1
342,8,0,,0,,0,,0,,1
342,11,0,,1,i̇ngilizce,0,,0,,1
342,12,0,,1,i̇ngilizce,1,i̇stanbul,0,,1
343,1,0,,0,,1,i̇stanbul,0,,1
343,2,2,"iş, kalite",0,,1,i̇stanbul,0,,1
343,3,2,"office, iletişim",0,,1,i̇stanbul,1,lise,1
343,4,0,,0,,1,i̇stanbul,0,,1
343,5,0,,1,almanca,0,,0,,1
343,6,1,iletişim,1,almanca,0,,0,,1
343,7,1,bilgisi,1,almanca,0,,0,,1
343,12,0,,1,almanca,0,,0,,1
343,13,0,,1,almanca,1,i̇stanbul,0,,1
343,14,0,,1,almanca,1,i̇stanbul,0,,1
343,15,0,,1,almanca,1,i̇stanbul,0,,1
343,16,0,,1,almanca,1,i̇stanbul,0,,1
343,8,0,,0,,0,,0,,1
343,11,0,,0,,0,,0,,1
343,12,0,,1,almanca,1,i̇stanbul,0,,1
344,1,0,,1,i̇ngilizce,1,i̇stanbul,0,,1
344,2,0,,1,i̇ngilizce,1,i̇stanbul,0,,1
344,3,0,,1,i̇ngilizce,1,i̇stanbul,0,,0
344,4,1,bilgisayar,1,i̇ngilizce,1,i̇stanbul,0,,1
344,5,0,,1,i̇ngilizce,0,,0,,0
344,6,0,,0,,0,,0,,1
344,7,0,,0,,0,,0,,1
344,12,0,,0,,0,,0,,1
344,13,0,,0,,1,i̇stanbul,0,,1
344,14,0,,0,,1,i̇stanbul,0,,1
344,15,0,,0,,1,i̇stanbul,0,,1
344,16,0,,0,,1,i̇stanbul,1,önlisans,1
344,8,0,,0,,0,,0,,1
344,11,0,,1,i̇ngilizce,0,,0,,1
344,12,0,,1,i̇ngilizce,1,i̇stanbul,0,,1
345,1,0,,0,,1,i̇stanbul,1,lisans,1
345,2,2,"iş, kalite",0,,1,i̇stanbul,1,lisans,1
345,3,2,"iletişim, ms",0,,1,i̇stanbul,0,,1
345,4,2,"çözme, problem",0,,1,i̇stanbul,1,lisans,1
345,5,0,,0,,0,,0,,1
345,6,3,"iletişim, ilişkileri, i̇nsan",0,,0,,1,lisans,1
345,7,0,,0,,0,,1,lisans,1
345,12,0,,0,,0,,1,lisans,1
345,13,0,,0,,1,i̇stanbul,0,,1
345,14,1,erp,0,,1,i̇stanbul,1,lisans,1
345,15,0,,0,,1,i̇stanbul,1,lisans,1
345,16,1,erp,0,,1,i̇stanbul,0,,1
345,8,0,,0,,0,,1,lisans,1
345,11,0,,0,,0,,1,lisans,1
345,12,0,,0,,1,i̇stanbul,1,lisans,1
346,1,0,,1,i̇ngilizce,0,,1,lisans,1
346,2,1,iş,1,i̇ngilizce,0,,1,lisans,1
346,3,2,"office, ms",1,i̇ngilizce,0,,0,,1
346,4,0,,1,i̇ngilizce,0,,1,lisans,1
346,5,0,,1,i̇ngilizce,0,,0,,1
346,6,2,"ilişkileri, i̇nsan",0,,0,,1,lisans,1
346,7,0,,0,,0,,1,lisans,1
346,12,0,,0,,0,,1,lisans,1
346,13,0,,0,,0,,0,,1
346,14,0,,0,,0,,1,lisans,1
346,15,0,,0,,0,,1,lisans,1
346,16,0,,0,,0,,0,,1
346,8,0,,0,,0,,1,lisans,1
346,11,0,,1,i̇ngilizce,0,,1,lisans,1
346,12,0,,1,i̇ngilizce,0,,1,lisans,1
347,1,0,,1,i̇ngilizce,0,,0,,1
347,2,0,,1,i̇ngilizce,0,,0,,1
347,3,2,"office, ms",1,i̇ngilizce,0,,0,,1
347,4,3,"yazılım, çözme, problem",1,i̇ngilizce,0,,0,,0
347,5,0,,1,i̇ngilizce,0,,0,,0
347,6,0,,0,,0,,0,,1
347,7,2,"bilgisi, analiz",0,,0,,0,,1
347,12,0,,0,,0,,0,,0
347,13,0,,0,,0,,0,,1
347,14,0,,0,,0,,0,,1
347,15,0,,0,,0,,0,,0
347,16,0,,0,,0,,1,önlisans,0
347,8,0,,0,,0,,0,,1
347,11,0,,1,i̇ngilizce,0,,0,,0
347,12,0,,1,i̇ngilizce,0,,0,,0
348,1,0,,0,,0,,0,,1
348,2,0,,0,,0,,0,,1
348,3,3,"office, iletişim, ms",0,,0,,1,lise,1
348,4,0,,0,,0,,0,,0
348,5,0,,0,,0,,0,,0
348,6,3,"iletişim, ilişkileri, i̇nsan",0,,0,,0,,1
348,7,0,,0,,0,,0,,1
348,12,0,,0,,0,,0,,0
348,13,0,,0,,0,,0,,1
348,14,0,,0,,0,,0,,1
348,15,0,,0,,0,,0,,0
348,16,0,,0,,0,,0,,0
348,8,0,,0,,0,,0,,1
348,11,0,,0,,0,,0,,0
348,12,0,,0,,0,,0,,0
349,1,3,"sql, java, veri",0,,1,i̇stanbul,1,lisans,1
349,2,0,,0,,1,i̇stanbul,1,lisans,1
349,3,0,,0,,1,i̇stanbul,0,,1
349,4,4,"yazılım, bilgisayar, java, oracle",0,,1,i̇stanbul,1,lisans,1
349,5,4,"pl, sql, java, oracle",0,,0,,0,,1
349,6,1,i̇nsan,0,,0,,1,lisans,1
349,7,0,,0,,0,,1,lisans,1
349,12,3,"sql, java, oracle",0,,0,,1,lisans,1
349,13,3,"sql, java, oracle",0,,1,i̇stanbul,0,,1
349,14,2,"sql, oracle",0,,1,i̇stanbul,1,lisans,1
349,15,3,"sql, java, oracle",0,,1,i̇stanbul,1,lisans,1
349,16,2,"sql, oracle",0,,1,i̇stanbul,0,,1
349,8,0,,0,,0,,1,lisans,1
349,11,1,sql,0,,0,,1,lisans,1
349,12,4,"sql, linux, java, oracle",0,,1,i̇stanbul,1,lisans,1
350,1,0,,1,i̇ngilizce,1,i̇stanbul,1,lisans,1
350,2,0,,1,i̇ngilizce,1,i̇stanbul,1,lisans,1
350,3,1,iletişim,1,i̇ngilizce,1,i̇stanbul,0,,0
350,4,0,,1,i̇ngilizce,1,i̇stanbul,1,lisans,1
350,5,0,,1,i̇ngilizce,0,,0,,0
350,6,1,iletişim,0,,0,,1,lisans,1
350,7,0,,0,,0,,1,lisans,1
350,12,0,,0,,0,,1,lisans,1
350,13,0,,0,,1,i̇stanbul,0,,1
350,14,0,,0,,1,i̇stanbul,1,lisans,1
350,15,0,,0,,1,i̇stanbul,1,lisans,0
350,16,0,,0,,1,i̇stanbul,0,,0
350,8,0,,0,,0,,1,lisans,1
350,11,0,,1,i̇ngilizce,0,,1,lisans,1
350,12,0,,1,i̇ngilizce,1,i̇stanbul,1,lisans,0
351,1,0,,1,i̇ngilizce,0,,0,,1
351,2,0,,1,i̇ngilizce,0,,0,,1
351,3,0,,1,i̇ngilizce,0,,0,,1
351,4,1,problem,1,i̇ngilizce,0,,0,,1
351,5,0,,2,"almanca, i̇ngilizce",0,,0,,1
351,6,0,,1,almanca,0,,0,,1
351,7,1,bilgisi,1,almanca,0,,0,,1
351,12,0,,1,almanca,0,,0,,1
351,13,0,,1,almanca,0,,0,,1
351,14,0,,1,almanca,0,,0,,1
351,15,0,,1,almanca,0,,0,,1
351,16,0,,1,almanca,0,,1,önlisans,1
351,8,0,,0,,0,,0,,1
351,11,0,,1,i̇ngilizce,0,,0,,1
351,12,0,,2,"i̇ngilizce, almanca",0,,0,,1
352,1,0,,0,,1,i̇stanbul,1,lisans,1
352,2,0,,0,,1,i̇stanbul,1,lisans,1
352,3,0,,0,,1,i̇stanbul,0,,1
352,4,0,,0,,1,i̇stanbul,1,lisans,1
352,5,0,,0,,0,,0,,1
352,6,0,,0,,0,,1,lisans,1
352,7,0,,0,,0,,1,lisans,1
352,12,0,,0,,0,,1,lisans,1
352,13,0,,0,,1,i̇stanbul,0,,1
352,14,1,erp,0,,1,i̇stanbul,1,lisans,1
352,15,0,,0,,1,i̇stanbul,1,lisans,1
352,16,1,erp,0,,1,i̇stanbul,0,,1
352,8,0,,0,,0,,1,lisans,1
352,11,0,,0,,0,,1,lisans,1
352,12,0,,0,,1,i̇stanbul,1,lisans,1
353,1,0,,1,i̇ngilizce,0,,1,lisans,1
353,2,0,,1,i̇ngilizce,0,,1,lisans,1
353,3,2,"office, iletişim",1,i̇ngilizce,0,,0,,1
353,4,2,"yazılım, bilgisayar",1,i̇ngilizce,0,,1,lisans,1
353,5,0,,1,i̇ngilizce,0,,0,,1
353,6,1,iletişim,0,,0,,1,lisans,1
353,7,0,,0,,0,,1,lisans,1
353,12,0,,0,,0,,1,lisans,1
353,13,0,,0,,0,,0,,1
353,14,0,,0,,0,,1,lisans,1
353,15,0,,0,,0,,1,lisans,1
353,16,0,,0,,0,,0,,1
353,8,0,,0,,0,,1,lisans,1
353,11,0,,1,i̇ngilizce,0,,1,lisans,1
353,12,0,,1,i̇ngilizce,0,,1,lisans,1
354,1,0,,1,i̇ngilizce,0,,1,lisans,1
354,2,0,,1,i̇ngilizce,0,,1,lisans,1
354,3,0,,1,i̇ngilizce,0,,0,,1
354,4,4,"geliştirme, yazılım, çözme, problem",1,i̇ngilizce,0,,1,lisans,1
354,5,1,c,1,i̇ngilizce,0,,0,,1
354,6,0,,0,,0,,1,lisans,1
354,7,0,,0,,0,,1,lisans,1
354,12,0,,0,,0,,1,lisans,1
354,13,0,,0,,0,,0,,1
354,14,0,,0,,0,,1,lisans,1
354,15,0,,0,,0,,1,lisans,1
354,16,0,,0,,0,,0,,1
354,8,0,,0,,0,,1,lisans,1
354,11,0,,1,i̇ngilizce,0,,1,lisans,1
354,12,0,,1,i̇ngilizce,0,,1,lisans,1
355,1,0,,1,i̇ngilizce,1,i̇stanbul,1,lisans,1
355,2,0,,1,i̇ngilizce,1,i̇stanbul,1,lisans,1
355,3,2,"office, ms",1,i̇ngilizce,1,i̇stanbul,0,,1
355,4,0,,1,i̇ngilizce,1,i̇stanbul,1,lisans,1
355,5,0,,2,"almanca, i̇ngilizce",0,,0,,1
355,6,1,ilişkileri,1,almanca,0,,1,lisans,1
355,7,0,,1,almanca,0,,1,lisans,1
355,12,0,,1,almanca,0,,1,lisans,1
355,13,0,,1,almanca,1,i̇stanbul,0,,1
355,14,1,erp,1,almanca,1,i̇stanbul,1,lisans,1
355,15,0,,1,almanca,1,i̇stanbul,1,lisans,1
355,16,1,erp,1,almanca,1,i̇stanbul,0,,1
355,8,0,,0,,0,,1,lisans,1
355,11,0,,2,"i̇ngilizce, rusça",0,,1,lisans,1
355,12,0,,2,"i̇ngilizce, almanca",1,i̇stanbul,1,lisans,1
356,1,0,,0,,0,,0,,1
356,2,0,,0,,0,,0,,1
356,3,0,,0,,0,,0,,1
356,4,0,,0,,0,,0,,1
356,5,0,,0,,0,,0,,1
356,6,0,,0,,0,,0,,1
356,7,0,,0,,0,,0,,1
356,12,0,,0,,0,,0,,1
356,13,0,,0,,0,,0,,1
356,14,0,,0,,0,,0,,1
356,15,0,,0,,0,,0,,1
356,16,0,,0,,0,,1,önlisans,1
356,8,0,,0,,0,,0,,1
356,11,0,,0,,0,,0,,1
356,12,0,,0,,0,,0,,1
357,1,0,,0,,0,,0,,1
357,2,0,,0,,0,,0,,1
357,3,3,"office, iletişim, ms",0,,0,,1,lise,1
357,4,0,,0,,0,,0,,1
357,5,0,,0,,0,,0,,1
357,6,2,"iletişim, i̇nsan",0,,0,,0,,1
357,7,1,bilgisi,0,,0,,0,,1
357,12,0,,0,,0,,0,,1
357,13,0,,0,,0,,0,,1
357,14,0,,0,,0,,0,,1
357,15,0,,0,,0,,0,,1
357,16,0,,0,,0,,0,,1
357,8,0,,0,,0,,0,,1
357,11,0,,0,,0,,0,,1
357,12,0,,0,,0,,0,,1
358,1,0,,1,i̇ngilizce,1,i̇stanbul,1,lisans,1
358,2,0,,1,i̇ngilizce,1,i̇stanbul,1,lisans,1
358,3,0,,1,i̇ngilizce,1,i̇stanbul,0,,1
358,4,0,,1,i̇ngilizce,1,i̇stanbul,1,lisans,1
358,5,0,,1,i̇ngilizce,0,,0,,1
358,6,0,,0,,0,,1,lisans,1
358,7,0,,0,,0,,1,lisans,1
358,12,0,,0,,0,,1,lisans,1
358,13,0,,0,,1,i̇stanbul,0,,1
358,14,0,,0,,1,i̇stanbul,1,lisans,1
358,15,0,,0,,1,i̇stanbul,1,lisans,1
358,16,0,,0,,1,i̇stanbul,0,,1
358,8,0,,0,,0,,1,lisans,1
358,11,0,,1,i̇ngilizce,0,,1,lisans,1
358,12,0,,1,i̇ngilizce,1,i̇stanbul,1,lisans,1
359,1,1,veri,1,i̇ngilizce,1,i̇stanbul,0,,1
359,2,1,kalite,1,i̇ngilizce,1,i̇stanbul,0,,1
359,3,1,office,1,i̇ngilizce,1,i̇stanbul,1,lise,1
359,4,1,bilgisayar,1,i̇ngilizce,1,i̇stanbul,0,,0
359,5,0,,2,"almanca, i̇ngilizce",0,,0,,0
359,6,0,,1,almanca,0,,0,,1
359,7,0,,1,almanca,0,,0,,1
359,12,0,,1,almanca,0,,0,,0
359,13,0,,1,almanca,1,i̇stanbul,0,,1
359,14,0,,1,almanca,1,i̇stanbul,0,,1
359,15,0,,1,almanca,1,i̇stanbul,0,,0
359,16,0,,1,almanca,1,i̇stanbul,0,,0
359,8,0,,0,,0,,0,,1
359,11,0,,1,i̇ngilizce,0,,0,,0
359,12,0,,2,"i̇ngilizce, almanca",1,i̇stanbul,0,,0
360,1,0,,0,,0,,1,lisans,1
360,2,0,,0,,0,,1,lisans,1
360,3,0,,0,,0,,0,,1
360,4,0,,0,,0,,1,lisans,1
360,5,0,,0,,0,,0,,1
360,6,0,,0,,0,,1,lisans,1
360,7,0,,0,,0,,1,lisans,1
360,12,0,,0,,0,,1,lisans,1
360,13,0,,0,,0,,0,,1
360,14,0,,0,,0,,1,lisans,1
360,15,0,,0,,0,,1,lisans,1
360,16,0,,0,,0,,0,,1
360,8,0,,0,,0,,1,lisans,1
360,11,0,,0,,0,,1,lisans,1
360,12,0,,0,,0,,1,lisans,1
361,1,1,sql,1,i̇ngilizce,1,i̇stanbul,1,lisans,1
361,2,2,"iş, kalite",1,i̇ngilizce,1,i̇stanbul,1,lisans,1
361,3,1,ms,1,i̇ngilizce,1,i̇stanbul,0,,1
361,4,4,"geliştirme, bilgisayar, çözme, problem",1,i̇ngilizce,1,i̇stanbul,1,lisans,1
361,5,1,sql,1,i̇ngilizce,0,,0,,1
361,6,1,i̇nsan,0,,0,,1,lisans,1
361,7,0,,0,,0,,1,lisans,1
361,12,1,sql,0,,0,,1,lisans,1
361,13,1,sql,0,,1,i̇stanbul,0,,1
361,14,1,sql,0,,1,i̇stanbul,1,lisans,1
361,15,1,sql,0,,1,i̇stanbul,1,lisans,1
361,16,1,sql,0,,1,i̇stanbul,0,,1
361,8,0,,0,,0,,1,lisans,1
361,11,1,sql,1,i̇ngilizce,0,,1,lisans,1
361,12,1,sql,1,i̇ngilizce,1,i̇stanbul,1,lisans,1
362,1,0,,0,,1,i̇stanbul,1,lisans,1
362,2,2,"iş, kalite",0,,1,i̇stanbul,1,lisans,1
362,3,3,"office, iletişim, ms",0,,1,i̇stanbul,0,,1
362,4,0,,0,,1,i̇stanbul,1,lisans,1
362,5,0,,0,,0,,0,,1
362,6,2,"iletişim, ilişkileri",0,,0,,1,lisans,1
362,7,0,,0,,0,,1,lisans,1
362,12,0,,0,,0,,1,lisans,1
362,13,0,,0,,1,i̇stanbul,0,,1
362,14,0,,0,,1,i̇stanbul,1,lisans,1
362,15,0,,0,,1,i̇stanbul,1,lisans,1
362,16,0,,0,,1,i̇stanbul,0,,1
362,8,0,,0,,0,,1,lisans,1
362,11,0,,0,,0,,1,lisans,1
362,12,0,,0,,1,i̇stanbul,1,lisans,1
363,1,0,,0,,1,i̇stanbul,0,,1
363,2,0,,0,,1,i̇stanbul,0,,1
363,3,0,,0,,1,i̇stanbul,1,lise,1
363,4,0,,0,,1,i̇stanbul,0,,1
363,5,0,,0,,0,,0,,1
363,6,0,,0,,0,,0,,1
363,7,1,bilgisi,0,,0,,0,,1
363,12,0,,0,,0,,0,,1
363,13,0,,0,,1,i̇stanbul,0,,1
363,14,0,,0,,1,i̇stanbul,0,,1
363,15,0,,0,,1,i̇stanbul,0,,1
363,16,0,,0,,1,i̇stanbul,0,,1
363,8,0,,0,,0,,0,,1
363,11,0,,0,,0,,0,,1
363,12,0,,0,,1,i̇stanbul,0,,1
364,1,0,,1,i̇ngilizce,1,i̇stanbul,1,lisans,1
364,2,1,iş,1,i̇ngilizce,1,i̇stanbul,1,lisans,1
364,3,3,"office, iletişim, ms",1,i̇ngilizce,1,i̇stanbul,0,,1
364,4,0,,1,i̇ngilizce,1,i̇stanbul,1,lisans,1
364,5,0,,1,i̇ngilizce,0,,0,,1
364,6,2,"iletişim, i̇nsan",0,,0,,1,lisans,1
364,7,0,,0,,0,,1,lisans,1
364,12,0,,0,,0,,1,lisans,1
364,13,0,,0,,1,i̇stanbul,0,,1
364,14,0,,0,,1,i̇stanbul,1,lisans,1
364,15,0,,0,,1,i̇stanbul,1,lisans,1
364,16,0,,0,,1,i̇stanbul,0,,1
364,8,0,,0,,0,,1,lisans,1
364,11,0,,1,i̇ngilizce,0,,1,lisans,1
364,12,0,,1,i̇ngilizce,1,i̇stanbul,1,lisans,1
365,1,0,,1,i̇ngilizce,1,i̇stanbul,1,lisans,1
365,2,0,,1,i̇ngilizce,1,i̇stanbul,1,lisans,1
365,3,0,,1,i̇ngilizce,1,i̇stanbul,0,,1
365,4,4,"geliştirme, yazılım, çözme, problem",1,i̇ngilizce,1,i̇stanbul,1,lisans,1
365,5,0,,1,i̇ngilizce,0,,0,,1
365,6,0,,0,,0,,1,lisans,1
365,7,0,,0,,0,,1,lisans,1
365,12,0,,0,,0,,1,lisans,1
365,13,0,,0,,1,i̇stanbul,0,,1
365,14,0,,0,,1,i̇stanbul,1,lisans,1
365,15,0,,0,,1,i̇stanbul,1,lisans,1
365,16,0,,0,,1,i̇stanbul,0,,1
365,8,0,,0,,0,,1,lisans,1
365,11,0,,1,i̇ngilizce,0,,1,lisans,1
365,12,1,linux,1,i̇ngilizce,1,i̇stanbul,1,lisans,1
366,1,0,,1,i̇ngilizce,0,,1,lisans,1
366,2,1,iş,1,i̇ngilizce,0,,1,lisans,1
366,3,2,"office, ms",1,i̇ngilizce,0,,0,,1
366,4,0,,1,i̇ngilizce,0,,1,lisans,1
366,5,0,,1,i̇ngilizce,0,,0,,1
366,6,0,,0,,0,,1,lisans,1
366,7,0,,0,,0,,1,lisans,1
366,12,0,,0,,0,,1,lisans,1
366,13,0,,0,,0,,0,,1
366,14,1,erp,0,,0,,1,lisans,1
366,15,0,,0,,0,,1,lisans,1
366,16,1,erp,0,,0,,0,,1
366,8,0,,0,,0,,1,lisans,1
366,11,0,,1,i̇ngilizce,0,,1,lisans,1
366,12,0,,1,i̇ngilizce,0,,1,lisans,1
367,1,0,,0,,1,i̇stanbul,1,lisans,1
367,2,1,güvenliği,0,,1,i̇stanbul,1,lisans,1
367,3,0,,0,,1,i̇stanbul,0,,1
367,4,0,,0,,1,i̇stanbul,1,lisans,1
367,5,0,,0,,0,,0,,1
367,6,0,,0,,0,,1,lisans,1
367,7,0,,0,,0,,1,lisans,1
367,12,0,,0,,0,,1,lisans,1
367,13,0,,0,,1,i̇stanbul,0,,1
367,14,0,,0,,1,i̇stanbul,1,lisans,1
367,15,0,,0,,1,i̇stanbul,1,lisans,1
367,16,0,,0,,1,i̇stanbul,0,,1
367,8,0,,0,,0,,1,lisans,1
367,11,0,,0,,0,,1,lisans,1
367,12,0,,0,,1,i̇stanbul,1,lisans,1
368,1,0,,0,,0,,0,,1
368,2,0,,0,,0,,0,,1
368,3,0,,0,,0,,0,,1
368,4,0,,0,,0,,0,,1
368,5,0,,0,,1,aydın,0,,1
368,6,0,,0,,0,,0,,1
368,7,0,,0,,0,,0,,1
368,12,0,,0,,0,,0,,1
368,13,0,,0,,0,,0,,1
368,14,0,,0,,0,,0,,1
368,15,0,,0,,0,,0,,1
368,16,0,,0,,0,,1,önlisans,1
368,8,0,,0,,0,,0,,1
368,11,0,,0,,0,,0,,1
368,12,0,,0,,0,,0,,1
369,1,0,,0,,1,i̇stanbul,0,,1
369,2,0,,0,,1,i̇stanbul,0,,1
369,3,1,iletişim,0,,1,i̇stanbul,1,lise,1
369,4,0,,0,,1,i̇stanbul,0,,1
369,5,0,,0,,0,,0,,1
369,6,2,"iletişim, ilişkileri",0,,0,,0,,1
369,7,0,,0,,0,,0,,1
369,12,0,,0,,0,,0,,1
369,13,0,,0,,1,i̇stanbul,0,,1
369,14,0,,0,,1,i̇stanbul,0,,1
369,15,0,,0,,1,i̇stanbul,0,,1
369,16,0,,0,,1,i̇stanbul,0,,1
369,8,0,,0,,0,,0,,1
369,11,0,,0,,0,,0,,1
369,12,0,,0,,1,i̇stanbul,0,,1
370,1,0,,1,i̇ngilizce,1,i̇stanbul,1,lisans,1
370,2,0,,1,i̇ngilizce,1,i̇stanbul,1,lisans,1
370,3,1,iletişim,1,i̇ngilizce,1,i̇stanbul,0,,1
370,4,0,,1,i̇ngilizce,1,i̇stanbul,1,lisans,1
370,5,0,,1,i̇ngilizce,0,,0,,1
370,6,1,iletişim,0,,0,,1,lisans,1
370,7,2,"bilgisi, analiz",0,,0,,1,lisans,1
370,12,0,,0,,0,,1,lisans,1
370,13,0,,0,,1,i̇stanbul,0,,1
370,14,0,,0,,1,i̇stanbul,1,lisans,1
370,15,0,,0,,1,i̇stanbul,1,lisans,1
370,16,0,,0,,1,i̇stanbul,0,,1
370,8,0,,0,,0,,1,lisans,1
370,11,0,,1,i̇ngilizce,0,,1,lisans,1
370,12,0,,1,i̇ngilizce,1,i̇stanbul,1,lisans,1
371,1,0,,0,,1,i̇stanbul,0,,1
371,2,0,,0,,1,i̇stanbul,0,,1
371,3,1,iletişim,0,,1,i̇stanbul,1,lise,1
371,4,0,,0,,1,i̇stanbul,0,,1
371,5,0,,0,,0,,0,,1
371,6,1,iletişim,0,,0,,0,,1
371,7,0,,0,,0,,0,,1
371,12,0,,0,,0,,0,,1
371,13,0,,0,,1,i̇stanbul,0,,1
371,14,0,,0,,1,i̇stanbul,0,,1
371,15,0,,0,,1,i̇stanbul,0,,1
